date,p0,p1,p2
2019-03-31,0.9986555838906577,3.953552810093656e-08,0.0013443765737129413
2019-04-30,0.714628175503428,1.1504306146044228e-08,0.2853718129921167
2019-05-31,0.032190846989176645,3.290855791559638e-08,0.9678091201024376
2019-06-30,0.0009731887576107788,1.4410115966269157e-09,0.9990268098016049
2019-07-31,7.353666057819927e-05,1.4742966637153502e-10,0.9999264631920045
2019-08-31,9.49032383949987e-06,1.867526123890473e-10,0.9999905094891953
2019-09-30,4.1001810895226e-06,5.406582837963573e-12,0.9999958998134774
2019-10-31,3.8611179998818116e-07,8.682085908171968e-11,0.9999996138013394
2019-11-30,1.1265495045130329e-07,1.8007198613759434e-07,0.9999997072732614
2019-12-31,8.013876014690088e-06,0.0002550020721407096,0.9997369840519619
2020-01-31,6.763880877871816e-06,0.0172724364877123,0.9827207996314736
2020-02-29,1.6751398408872556e-05,0.999385613835839,0.0005976347656523424
2020-03-31,3.731444371784651e-06,0.9999960287997691,2.3975566713011514e-07
2020-04-30,2.6636055762874597e-14,0.9999999999954525,4.510403264463315e-12
2020-05-31,5.770708273725504e-50,1.0,6.210613710814739e-36
2020-06-30,4.0563499185465904e-49,1.0,7.552856931281096e-52
2020-07-31,2.3782748484829197e-27,1.0,7.075803689660148e-39
2020-08-31,4.030391740336785e-18,1.0,2.928125614411427e-37
2020-09-30,6.54309488104008e-17,1.0,9.452524967100434e-28
2020-10-31,4.653667694648895e-16,1.0,1.906060498745693e-26
2020-11-30,1.1581861705844258e-11,0.9999999999886313,1.790559412909339e-20
2020-12-31,3.817547138511883e-12,0.999999999996362,1.4643559667947786e-16
2021-01-31,5.799861574299107e-10,0.9999999994201971,8.609332691285485e-19
2021-02-28,7.315537114425073e-08,0.9999999268447963,1.4792319303534888e-16
2021-03-31,5.816211223430321e-11,0.9999999999417923,2.418237718845884e-22
2021-04-30,7.748084569087699e-06,0.9999922519155039,6.195995995416143e-23
2021-05-31,1.4325448408153579e-21,1.0,2.798765195356559e-19
2021-06-30,1.667954899707768e-16,1.0,5.2036164333148975e-31
2021-07-31,0.000984549412203944,0.9990154505876367,1.1001507983924194e-23
2021-08-31,0.39574001165412637,0.604259983988407,4.357547513907426e-09
